data,cotacao,log_retorno,conjunto
2021-05-07,5.2217,-0.012938514113538,treino
2021-05-10,5.2227,0.0001914901771389,treino
2021-05-11,5.2403,0.0033642390518751,treino
2021-05-12,5.2353,-0.0009545993317217,treino
2021-05-13,5.2815,0.0087859990102816,treino
2021-05-14,5.2701,-0.0021608105757697,treino
2021-05-17,5.2755,0.0010241238946997,treino
2021-05-18,5.2588,-0.0031705977596976,treino
2021-05-19,5.2822,0.0044398137630741,treino
2021-05-20,5.2905,0.0015700817586929,treino
2021-05-21,5.3027,0.002303365440833,treino
2021-05-24,5.3198,0.0032195838590065,treino
2021-05-25,5.3143,-0.0010344082697013,treino
2021-05-26,5.3164,0.0003950821728231,treino
2021-05-27,5.284,-0.0061129959049619,treino
2021-05-28,5.2281,-0.0106354633075094,treino
2021-05-31,5.2322,0.000783916371416,treino
2021-06-01,5.1636,-0.0131978290735681,treino
2021-06-02,5.1147,-0.0095152639932591,treino
2021-06-04,5.0666,-0.0094487654543395,treino
2021-06-07,5.0498,-0.0033213426602034,treino
2021-06-08,5.0489,-0.0001782407641346,treino
2021-06-09,5.0533,0.0008710974398111,treino
2021-06-10,5.0635,0.0020164485719111,treino
2021-06-11,5.119,0.0109011636852434,treino
2021-06-14,5.0707,-0.0094802323415896,treino
2021-06-15,5.0874,0.0032880194220188,treino
2021-06-16,5.0207,-0.013197528342326,treino
2021-06-17,5.0359,0.0030228927420095,treino
2021-06-18,5.0314,-0.0008939835506445,treino
2021-06-21,5.0373,0.0011719488464818,treino
2021-06-22,5.0178,-0.0038786336179981,treino
2021-06-23,4.9519,-0.013220249316068,treino
2021-06-24,4.9277,-0.0048989935625449,treino
2021-06-25,4.9206,-0.0014418734665015,treino
2021-06-28,4.942,0.0043396332781349,treino
2021-06-29,4.945,0.0006068575082571,treino
2021-06-30,5.0022,0.0115008505878102,treino
2021-07-01,5.0055,0.0006594922149154,treino
2021-07-02,5.0293,0.0047435015399577,treino
2021-07-05,5.0749,0.0090260108828597,treino
2021-07-06,5.1645,0.0175014721643325,treino
2021-07-07,5.2328,0.0131382152003147,treino
2021-07-08,5.2587,0.0049373402496077,treino
2021-07-09,5.2393,-0.0036959462914254,treino
2021-07-12,5.2239,-0.0029436522517385,treino
2021-07-13,5.177,-0.0090185114515455,treino
2021-07-14,5.088,-0.0173409118819432,treino
2021-07-15,5.1,0.002355713692459,treino
2021-07-16,5.0941,-0.0011575324273402,treino
2021-07-19,5.1978,0.0201524518390727,treino
2021-07-20,5.2465,0.0093257284738161,treino
2021-07-21,5.2516,0.0009716044619894,treino
2021-07-22,5.1978,-0.0102973329358055,treino
2021-07-23,5.1701,-0.0053434284489679,treino
2021-07-26,5.1863,0.003128502802743,treino
2021-07-27,5.1669,-0.003747637968114,treino
2021-07-28,5.1527,-0.0027520463898369,treino
2021-07-29,5.0682,-0.0165351241584676,treino
2021-07-30,5.1216,0.0104811652540925,treino
2021-08-02,5.1379,0.0031775454388247,treino
2021-08-03,5.2464,0.0208976914359606,treino
2021-08-04,5.2091,-0.0071350309867481,treino
2021-08-05,5.1464,-0.0121096550068451,treino
2021-08-06,5.241,0.0182148787053755,treino
2021-08-09,5.2774,0.0069212323750835,treino
