data,cotacao,log_retorno
2025-01-14,6.0671,-0.006702283816008903
2025-01-15,6.0377,-0.004857586711146222
2025-01-16,6.0322,-0.0009113580693593804
2025-01-17,6.0609,0.004746517250805438
2025-01-20,6.0498,-0.0018330902603818089
2025-01-21,6.044,-0.0009591692345944924
2025-01-22,5.9674,-0.012754722756164849
2025-01-23,5.9399,-0.004619023438320324
2025-01-24,5.8925,-0.00801194238785885
2025-01-27,5.9272,0.00587157029216101
2025-01-28,5.893,-0.005786720264533862
2025-01-29,5.8596,-0.005683863982298254
2025-01-30,5.9006,0.006972698782872655
2025-01-31,5.8301,-0.012019887782392713
2025-02-03,5.8687,0.00659899136237474
2025-02-04,5.7927,-0.013034640101867057
2025-02-05,5.7997,0.0012076879422375786
2025-02-06,5.7856,-0.0024341203010376233
2025-02-07,5.7557,-0.005181403636263626
2025-02-10,5.7808,0.004351413271836746
2025-02-11,5.7788,-0.0003460327381494821
2025-02-12,5.7711,-0.0013333450749808406
2025-02-13,5.7788,0.0013333450749808406
2025-02-14,5.7283,-0.008777246084554546
2025-02-17,5.7105,-0.0031122170800099713
2025-02-18,5.6979,-0.0022088996043616582
2025-02-19,5.7087,0.0018936410897707479
2025-02-20,5.7019,-0.0011918743633088091
2025-02-21,5.7027,0.00014029426745554296
2025-02-24,5.7258,0.004042530771045438
2025-02-25,5.7779,0.009058017198496415
2025-02-26,5.7757,-0.0003808336841486515
2025-02-27,5.8228,0.008121784524895093
2025-02-28,5.8488,0.004455266288600157
2025-03-05,5.7914,-0.009862453439709373
2025-03-06,5.7489,-0.007365526396837518
2025-03-07,5.7688,0.003455554459990573
2025-03-10,5.793,0.004186205494074446
2025-03-11,5.8346,0.007155419431916554
2025-03-12,5.8268,-0.001337746953747887
